12/07/2007	01:35:00	0.298	0.214	239.7	1.4	0.0	0.0	0.0
17/07/2007	16:34:00	0.198	0.094	236.3	1.0	0.0	1.0	0.0
24/07/2007	12:29:00	0.19	0.05	234.84	1.0	0.0	0.0	0.0
25/07/2007	02:30:00	1.324	0.2	235.52	5.6	0.0	0.0	17.0
26/07/2007	09:43:00	3.28	0.0	231.99	14.0	36.0	0.0	16.0
01/08/2007	01:09:00	0.172	0.096	236.76	0.8	0.0	0.0	0.0
04/08/2007	22:49:00	0.306	0.092	234.7	1.4	0.0	0.0	0.0
09/08/2007	20:48:00	0.28	0.222	236.43	1.4	0.0	0.0	0.0
13/08/2007	22:32:00	1.584	0.194	237.99	6.6	0.0	0.0	0.0
18/08/2007	15:58:00	0.274	0.238	241.16	1.4	0.0	0.0	0.0
20/08/2007	11:39:00	0.326	0.138	241.8	1.4	0.0	2.0	0.0
24/08/2007	16:37:00	0.4	0.23	240.76	2.0	0.0	1.0	0.0
30/08/2007	13:00:00	1.318	0.0	240.29	5.4	0.0	0.0	17.0
31/08/2007	21:20:00	2.232	0.192	234.62	9.4	1.0	0.0	17.0
03/09/2007	22:48:00	0.222	0.136	242.59	1.0	0.0	0.0	0.0
09/09/2007	07:34:00	0.21	0.096	239.84	1.0	0.0	1.0	0.0
16/09/2007	02:07:00	0.25	0.216	240.31	1.4	0.0	1.0	0.0
16/09/2007	18:54:00	0.792	0.4	236.56	3.8	1.0	3.0	0.0
17/09/2007	17:20:00	0.2	0.06	238.72	1.0	0.0	0.0	0.0
20/09/2007	00:53:00	0.298	0.234	242.32	1.6	0.0	1.0	0.0
20/09/2007	16:13:00	0.206	0.108	241.75	1.0	0.0	0.0	0.0
29/09/2007	09:16:00	1.522	0.302	237.38	6.4	0.0	1.0	17.0
03/10/2007	13:20:00	0.3	0.072	237.84	1.2	0.0	0.0	0.0
08/10/2007	22:44:00	1.368	0.046	242.58	5.6	0.0	0.0	18.0
11/10/2007	02:37:00	0.308	0.078	240.67	1.2	0.0	1.0	0.0
12/10/2007	21:18:00	3.31	0.084	237.86	13.8	0.0	0.0	18.0
26/10/2007	13:11:00	0.692	0.308	239.99	3.4	0.0	1.0	0.0
28/10/2007	01:44:00	0.204	0.0	241.45	0.8	0.0	0.0	0.0
31/10/2007	08:21:00	0.39	0.22	239.68	1.8	0.0	2.0	0.0
05/11/2007	20:42:00	1.652	0.07	235.19	7.0	0.0	0.0	0.0
06/11/2007	13:31:00	1.598	0.216	240.69	6.6	0.0	3.0	18.0
08/11/2007	01:45:00	0.41	0.24	242.4	2.0	0.0	1.0	0.0
11/11/2007	14:12:00	0.34	0.13	240.99	1.4	0.0	2.0	0.0
14/11/2007	18:49:00	1.238	0.0	234.8	5.2	0.0	0.0	0.0
17/11/2007	08:07:00	1.822	0.086	241.86	7.4	0.0	0.0	18.0
20/11/2007	18:04:00	1.414	0.092	239.02	5.8	0.0	1.0	0.0
28/11/2007	08:18:00	1.582	0.074	241.94	6.4	0.0	0.0	18.0
28/11/2007	06:04:00	0.388	0.118	246.13	1.6	0.0	0.0	0.0
05/12/2007	10:45:00	1.402	0.12	241.83	5.8	0.0	0.0	18.0
10/12/2007	21:39:00	1.692	0.31	238.75	7.2	1.0	0.0	0.0
14/12/2007	09:19:00	1.386	0.104	240.51	5.8	0.0	0.0	18.0
15/12/2007	18:41:00	3.68	0.0	237.57	15.4	0.0	0.0	18.0
19/12/2007	21:46:00	4.506	0.104	238.56	18.8	0.0	36.0	18.0
19/12/2007	23:46:00	0.742	0.054	243.4	3.2	0.0	0.0	0.0
20/12/2007	06:25:00	1.342	0.046	246.58	5.4	0.0	0.0	19.0
21/12/2007	07:45:00	2.104	0.116	240.41	8.6	0.0	1.0	17.0
25/12/2007	05:31:00	0.232	0.0	247.26	1.0	0.0	0.0	0.0
27/12/2007	02:33:00	0.37	0.162	247.72	1.6	0.0	0.0	0.0
29/12/2007	03:53:00	2.388	0.0	243.4	9.8	0.0	0.0	18.0
